index,title,author,url,cuisine,image_url,ingredients,instructions,language,ratings,reviews,site_name,total_time,yields,servingSize,calories,carbohydrateContent,proteinContent,fatContent,saturatedFatContent,cholesterolContent,sodiumContent,sugarContent,fiberContent,transFatContent,unsaturatedFatContent
776,"Real-Deal Soy Sauce Chicken (豉油鸡, See Yao Gai)",Maggie Zhu,https://omnivorescookbook.com/soy-sauce-chicken/,Chinese,https://omnivorescookbook.com/wp-content/uploads/2018/09/1808_Chinese-Soy-Sauce-Chicken_800.jpg,"['1 4 lbs / 1.8 kg whole chicken', '2 cups soy sauce', '2 tablespoons dark soy sauce ((Optional))', '1/2 cup Shaoxing wine ((or dry sherry))', '2 tablespoons sesame oil', '1 cup brown sugar ((or granulated sugar))', '1 big thumb ginger (, coarsely chopped)', '8 cloves garlic (, smashed)', '6 green onions', '3 bay leaves', '1 star anise pod', '1 small cinnamon stick', '1/2 teaspoon fennel seeds', '2 cloves']","Combine all the marinade ingredients in a medium-sized saucepan. Bring to a simmer. Stir and cook until the sugar dissolves. Set aside to cool.
Place the chicken in a gallon-size ziplock bag. Carefully pour the cooled marinade mixture into the bag with all the ingredients. Seal the bag and squeeze out as much as air possible. Massage the bag a few times to evenly distribute the marinade. Place the bag in a large deep bowl so it “pushes” the marinade to fully cover the chicken. Plus the marinade won’t cause a mess if your bag accidently leaks. You can marinate the chicken in a large bowl, too. In this case, you might need to flip the chicken 2 to 3 times during the marinating process. Cover with a plastic bag if using a bowl. Let marinate overnight.
Chose a pot that is deep and just wide enough to hold the chicken. Add the chicken into the pot, breast-side-up. Pour in all the marinade with the ingredients. If the chicken is not covered, add up to 4 cups water. It’s OK if a small part of the chicken breast is not covered in the liquid.
Bring to a boil over medium high heat. Turn to medium-low or low heat. Use a fine mesh strainer to skim the foam and discard. When the broth reduces to a simmer, cover the pot. Simmer for 25 minutes. Turn off the heat. Let the chicken sit in the hot broth, covered, for another 30 minutes, or until the chicken is just cooked. To test, you can either insert a thermometer into the thickest part of the thigh or slice the skin that attaches the thigh to the body: the root of the thigh should no longer be pink. Soak the chicken in the broth, covered, if the chicken is not cooked. If the chicken is still very raw, return the pot to a simmer and cook until the chicken is fully cooked.
Once done, carefully transfer the chicken onto a big plate and drain all the liquid from the cavity. I usually do this wearing one oven mitt with a few layers of paper towel, with the other hand using a pair of tongs. Let the chicken cool enough to handle with your hands. Carve the chicken and slice the parts you plan to serve. Reserve the liquid to use as dipping sauce, or for braising (try using it to braise daikon radish or potato - so delicious!).
Serve the chicken warm with rice as a main or as a cold appetizer with Sriracha dipping sauce and extra sauce on the side. Enjoy!",en-US,5.0,,Omnivore's Cookbook,75,8 serving(s),8 g,232 kcal,4.3 g,33.1 g,8.4 g,2.3 g,101 mg,356 mg,3.3 g,,,
777,Crispy Chinese Duck Breast,Maggie Zhu,https://omnivorescookbook.com/crispy-chinese-duck-breast/,Chinese,https://omnivorescookbook.com/wp-content/uploads/2017/05/1705_Chinese-Crispy-Duck-Breast_550.jpg,"['4 pieces duck breast (12 ounces / 340 grams per piece)', '1/2 teaspoon salt', '1/4 cup hoisin sauce', '1/4 cup Shaoxing wine ((or dry sherry))', '1/2 teaspoon five spice powder', '1 thumb ginger (, sliced)', '4 cloves garlic (, coarsely chopped)', '1/4 cup plum sauce', '1 sweet potato (, spiralized to noodles or cut to thin slices with a julienne peeler)', '2 zucchini (, spiralized to noodles or cut to thin slices with a julienne peeler)', '1/4 teaspoon salt', '1/4 cup sweet bean sauce ((or hoisin sauce))', '1 cucumber (, sliced to strips)', '2 green onion (, sliced to strips)', '16 homemade Beijing duck pancakes ((or store-bought pancakes))']","Marinate
Combine all the marinade ingredients in a tall bowl (or small food processor) and chop with an immersion blender until it forms a runny paste. Pour into a 12-inch (30 cm) tray or baking dish.
Pat the duck dry with paper towels. Place in the tray with the marinade, skin side up. Sprinkle salt on the skin. Marinate in room temperature for 30 minutes up to 1 hour, or uncovered in the fridge for a couple hours to overnight. In this case, bring the duck to your kitchen counter for at least 20 minutes before cooking, so it will return to room temperature.
Cooking duck
Preheat oven to 425°F (218°C).
Right before cooking, pat the duck dry with paper towels. Score the skin 1/2-inch (1 cm) apart to a diamond pattern (but careful not to score the meat).
You might need to cook the duck in two batches. Place the breast pieces in a cold ovenproof 12-inch heavy skillet, skin-side down. Cook over medium heat, until they’re gently sizzling. Turn to medium-low heat. Cook until the skin turns golden brown, for another 10 to 12 minutes. Flip them over every 3 to 4 minutes. If the duck skin cooks too fast, turn to low heat. Transfer the cooked duck onto a plate and cook the rest using the same method.
Arrange all the duck pieces in the pan, skin- side down. Transfer the skillet into the oven and bake for 8 minutes, until the skin turns dark brown. Flip to skin-side up and bake for another 6 to 8 minutes, until the skin turns dark brown but not burnt. Transfer the duck onto a big plate, skin-side up. Allow to rest for 10 minutes without cover before carving.
Prepare the sides while resting the duck.
If you plan to serve the duck later, wrap each duck breast with aluminum foil when they are warm enough to handle and seal in a bag. Store in the fridge for up to 3 days. When you’re ready to serve, warm them up in a preheated 300°F (150°C) oven for 10 minutes.
Serving option 1 - Easy weekday dinner
Transfer 1 tablespoon rendered duck fat into a large skillet. Cook the sweet potato first over medium heat until it’s tender. Then add the zucchini and sprinkle with salt. Cook until the zucchini just turns tender and the sweet potato is almost caramelized. Transfer the ‘noodles’ to serving plates.
Slice the duck into thin slices and place on top of the vegetables, with plum sauce on the side.
Enjoy hot as a main dish.
Serving option 2 - Fancy Peking duck rolls
To serve Peking duck style, steam the pancakes in a bamboo steamer for 3 to 5 minutes until hot.
Slice the duck and place them on a plate. Serve with hot pancakes, sweet bean sauce (or hoisin sauce), cucumber and green onions on the side.
To assemble - place one pancake in the palm of your hand, brush some sauce on the pancake, place 2 to 3 slices duck in the center, top with a few strips of green onions and cucumber. Roll and tuck the pancake like a mini burrito. Repeat, and enjoy hot as a main dish.",en-US,4.94,,Omnivore's Cookbook,60,6 serving(s),1 servings,194 kcal,0.3 g,27.2 g,9.4 g,,84 mg,147 mg,0.1 g,0.4 g,,
778,Thai Basil Chicken (Pad Krapow Gai),Maggie Zhu,https://omnivorescookbook.com/thai-basil-chicken/,Thai,https://omnivorescookbook.com/wp-content/uploads/2020/07/200702_Thai-Basil-Chicken_550.jpg,"['1 lb (450 g) ground chicken ((other ground meat works, too))', '4 to 6 Thai bird’s eye chilis (, chopped (depending on spice level desired) (Footnote 1))', '6 cloves garlic (, smashed)', '1 tablespoon oyster sauce', '2 teaspoons soy sauce', '2 teaspoons dark soy sauce', '1/2 teaspoon fish sauce ((Optional) (Footnote 2))', '1 teaspoon sugar', '1 tablespoon oil', '1/2 yellow onion (, large diced)', '1/2 cup (4 oz/115 g) green beans (, cut into 1” (2.5 cm) pieces)', '1 bunch basil (, stems removed (Footnote 3))', 'Fried eggs ((Optional))', 'Lime wedges ((Optional) (Footnote 4))']","Mince the chilis and garlic together until a rough paste forms (see the blog post above for step-by-step pictures). You can also blend both together in a small food processor or use a mortar & pestle.
Combine the sauce ingredients in a small bowl and stir until the sugar is dissolved.
Add the oil and garlic-chili paste to a large skillet and heat over medium-high heat. Cook until the aromatics are fragrant and the garlic is just barely starting to brown.
Add the ground chicken. Move the aromatics onto the chicken using your spatula to prevent the aromatics from burning. Spread out the chicken and let it cook without disturbing for 1 minute, to let the bottom brown. Break apart the chicken, let cook, stirring occasionally, until the chicken is almost cooked through and the chicken juices have cooked off, 2 minutes or so. I prefer to keep some larger chunks of chicken without breaking them into a million pieces.
Pour in the sauce and stir to mix well.
Add the onion and green beans. Cook for another minute or two, until the sauce is distributed and slightly reduced.
Turn off the heat and add the basil leaves. Toss until the leaves are wilted.
Serve hot over rice with a crispy fried egg and a squeeze of lime juice.",en-US,5.0,,Omnivore's Cookbook,20,4 serving(s),1 serving,279 kcal,22.8 g,27.8 g,9.7 g,2.1 g,71 mg,410 mg,11.3 g,3.7 g,,
779,One Pot Chicken and Rice Casserole,Maggie Zhu,https://omnivorescookbook.com/chicken-and-rice-casserole/,Fusion,https://omnivorescookbook.com/wp-content/uploads/2018/01/1608_One-Pot-Chicken-and-Rice-Casserole_002.jpg,"['4 2 pounds total skin-on bone-in chicken thighs ((or 6 skinless boneless thighs))', '2 tablespoons soy sauce ((or tamari for gluten free))', '2 tablespoons Japanese sake ((or rice wine))', '4 garlic cloves (, smashed)', '1 tablespoon brown sugar', '1 tablespoon olive oil', '1 small onion (, finely diced)', '1 cup (250 ml) uncooked medium grain ((or long grain rice))', '1 and 1/2 cups chicken stock', '1 cup Ragu Homestyle Traditional Sauce', '1/2 or 1/3 cup fresh mozzarella cheese (, shredded)', 'Chopped fresh basil leaves for garnish ((Optional))']","Place chicken thighs in a 1-gallon ziplock bag and pour in all the ingredients for the marinade. Squeeze out as much air as you can, and seal the bag. Massage the bag so that the chicken is coated evenly with the marinade. Let sit for 30 minutes at room temperature, or preferably overnight in the fridge.
When you’re ready to cook, preheat the oven to 200 degrees C (400 F).
Rinse rice a few times with tap water and transfer it to a colander to drain.
Heat 1 tablespoon olive oil in a large skillet until hot. Remove the chicken from the bag, save the marinade for later, and place chicken in the skillet skin side down. Let cook without moving for 1 minute. Cook until both sides turn golden brown and the extra fat is rendered. Transfer chicken to a plate.
Now if you want your dish to be super delicious and you don’t mind some chicken fat, remove extra fat in the skillet and leave 1 tablespoon of it in the skillet. If you want the dish lighter, remove all the fat and wipe the skillet clean with a paper towel held in a pair of tongs.
If you’ve removed the chicken fat from the skillet or if you’re using skinless chicken, add 1 tablespoon olive oil.
Add onion. Cook and stir until tender. Add rice. Cook and stir until the rice turns transparent, 2 to 3 minutes. This process will help the rice cook faster in the oven.
Add the remaining marinade and chicken stock. Stir to mix well. Cook until the liquid comes to a simmer. Stir and cook for 2 to 3 minutes, until the liquid is almost absorbed by the rice.
Pour the pasta sauce onto the rice. Place the chicken on top, skin side up. Cover and bake in the oven for 25 minutes.
Uncover. Scatter cheese on the rice, trying not to cover the chicken skin. Bake uncovered for another 10 minutes, or until the cheese melts and the liquid is fully absorbed.
Remove the skillet from the oven and let rest for 5 minutes.
Garnish with basil, if using. Serve warm.",en-US,4.75,,Omnivore's Cookbook,55,4 serving(s),479 g,712 kcal,50 g,73.5 g,22.7 g,6.3 g,207 mg,1228 mg,8 g,2 g,,
780,"Buddha’s Delight (Jai, Chinese Vegetarian Stew)",Maggie Zhu,https://omnivorescookbook.com/recipes/buddhas-delight/,Chinese,https://omnivorescookbook.com/wp-content/uploads/2019/07/1502_Buddhas-Delight_055.jpg,"['1 handful dried lily flowers', '10 small shiitake mushrooms (, dried)', '10 gluten balls', '1 handful wood ear mushrooms', '1 cup fresh mushrooms', '1/2 carrot (, sliced (about half a cup))', '4 heads baby bok choy (, quartered)', '3 cups napa cabbage (, chopped)', '1/2 cup bamboo shoots (, sliced)', '1 bundle bean thread noodles', '1 and 1/2 tablespoons peanut oil ((or vegetable oil))', '2 tablespoons green onion (, chopped)', '2 slices ginger', '3 tablespoons light soy sauce', '1 teaspoon dark soy sauce ((Optional))', '1 teaspoon sugar ((Optional) (*see footnote))', '1/2 teaspoon salt', '1 cup re-hydrating water from the lily flower and dried mushrooms ((or vegetable stock))', '1 teaspoon sesame oil ((Optional))']","Two hours before cooking
Rinse dried lily flowers with tap water. Place in a medium sized bowl and pour boiling water on top. Mix well and let rehydrate for 2 hours (up to overnight). After 1 hour, mix the lily flowers again, to make sure all flowers are soaked in water. After lily flowers turn soft, snip the tough ends by hand, and cut in half lengthwise. Drain and set aside. Save the re-hydrating water for later use.
Rinse shiitake mushrooms with tap water. Add to a small bowl and cover with tap water. Let sit for 2 hours, until the mushrooms turn soft. Gently squeeze the water from the mushrooms and transfer them to a plate. Save the re-hydrating water for later use.
Add dried wood ear mushroom in a small bowl and warm water to cover. Let sit for 2 hours, until the wood ear mushrooms turn soft. Gently rinse with tap water and drain. Cut into bite size.
Thirty minutes before cooking
Use a knife to slice each fried gluten ball, so it absorbs water faster. Place all the gluten balls in a large bowl and add water to cover. Place a cover (or a plate) on top of the bowl, so the gluten balls will be submerged in water. After 20 minutes, stir and mix with water again, to make sure all the gluten balls are soaked in water. After all the balls turn soft, squeeze water out and set aside. Discard the soaking water.
Chop vegetables and prepare the seasonings.
Place bean threads noodles in a bowl and add warm water to cover. Let sit for 5 minutes, until the noodles turn soft. Drain and set aside.
To cook the stew
Heat oil in a wok over medium high heat (or high heat on an electric stove). When oil is warm, add ginger and green onion. Stir a few times until fragrant. Add carrot. Stir and cook for 1 minute.
Add lily flowers and dried shiitake mushrooms. Stir and cook for 1 minute.
Add bamboo shoots and wood ear mushrooms. Stir and cook for 1 minute.
Add fried gluten balls and fresh mushrooms. Stir and cook for 1 minute. Add light soy sauce, dark soy sauce, and sugar. Stir to mix well. Pour about 1 cup of re-hydrating water from the lily flowers and dried mushrooms (or alternatively, vegetable stock).
Add bok choy and stir a few times. Add napa cabbage. Stir to mix a few times. Cover and let cook over medium heat for 3 to 5 minutes, until the vegetables are cooked through.
Add salt and mix well. Taste the vegetable and add more salt to adjust seasoning if necessary.
Add bean thread noodles and let them soak in the liquid. Stir and cook for another 30 seconds until the liquid is almost absorbed (or alternatively, use cornstarch water to thicken sauce - more information in the post above).
Stop heat. Drizzle with sesame oil and stir to mix well.
Serve warm over white rice.",en-US,4.91,,Omnivore's Cookbook,135,6 serving(s),578 g,165 kcal,26.3 g,10.5 g,4.8 g,0.8 g,,1109 mg,9.3 g,6.9 g,,
781,Pineapple Marinated Flank Steak,Maggie Zhu,https://omnivorescookbook.com/pineapple-marinated-flank-steak/,Asian,https://omnivorescookbook.com/wp-content/uploads/2018/01/1608_Pineapple-Marinated-Flant-Steak_004.jpg,"['2 flank steaks ((about 1 and 1/2 pounds each))', 'Sea salt', '1 tablespoon vegetable oil', '1 cup pineapple juice ((from canned pineapple))', '1/2 cup soy sauce ((or tamari for gluten-free))', '2 tablespoons lime zest (, packed)', '1/4 cup fresh lime juice ((from 2 to 3 limes))', '2 tablespoons brown sugar', '4 garlic cloves (, grated)', '2 cups pineapple (, cubed)', '2 cups cherry tomatoes (, halved)', '1 cucumber (, cubed)', '1/4 purple onion (, diced)', '1/4 cup loosely packed cilantro (celery hearts, chopped)', '1 lime (, juiced)', 'Chopped cilantro and toasted sesame seeds for garnish', 'Grilled corn on the cob (tomatoes, and onion as sides)', 'Cooked rice or noodles as a side']","Combine every ingredient for the marinade in a bowl and whisk to mix well.
Place the flank steaks in a large baking dish, pour over half of the marinade, or just enough to cover half of the steak. Arrange the steaks carefully so the bottom side is well coated with the marinade. You should still have half or a third of the marinade left for the salad and dipping sauce. Let marinate in the fridge for at least 30 minutes but no more than 4 hours. Flip once. (*footnote 1)
Chop vegetables and mix the salad in a bowl while marinating the steak. Cover with plastic wrap and place in the fridge.
When the steak is ready to cook, remove the steak from marinade and pat dry with a paper towel. Discard the marinade. Brush the steak with a thin layer of oil. Lightly season both sides with sea salt.
To cook steak on a grill
Build a modified two zone fire and let the grill heat up.
Cook the steak on direct fire until the surface turns dark brown, about 3 to 4 minutes per side. Flip 2 to 3 times during grilling. Move the steak to the indirect zone and lift one side with a pair of tongs. Check doneness by inserting a thermometer into the thickest part of the steak: 51 degrees C (125F) for rare, 54 C (130 F) for medium rare or 57 C (135 F) for medium. Cook the steak more over direct heat if needed.
To cook steak on stove top
Heat a large cast iron pan or a heavy duty pan on high heat until hot. Place steak in the pan and sear for 2 to 3 minutes without moving, until the bottom side is browned. Check by lifting up a side of the steak to see if nicely browned. If so, flip the steak and sear the other side for 2 to 3 minutes. If you’re using a cast iron pan, remove the pan from the heat and let the steak continue to cook for 5 to 10 minutes on the residual heat. If you’re using other types of pan, place the pan over low heat and cook until it reaches the desired doneness.
serve & leftovers
Transfer the steak to a large plate and cover loosely with aluminium foil. Let sit 5 to 10 minutes before serving.
If you will serve the steak later, let it cool down a bit, wrap it with aluminum foil, and store it in the fridge. Gently heat up the steak in the oven at 93 degrees C (200 F) until warm.
If you have leftovers, you can bring the steak to room temperature and use it in a sandwich or on a salad. It will be just as tasty.",en-US,4.5,,Omnivore's Cookbook,25,6 serving(s),469 g,530 kcal,21.9 g,65.4 g,19.2 g,7.9 g,125 mg,733 mg,14.2 g,2.3 g,,
782,One-Pan Roast Chicken And Vegetables,Maggie Zhu,https://omnivorescookbook.com/roast-chicken-and-vegetables/,Chinese,https://omnivorescookbook.com/wp-content/uploads/2019/08/1710_One-Pan-Roast-Chicken-With-Vegetables_550.jpg,"['Chicken', '1 whole chicken (3 to 5 pounds / 1.5 to 2 kilograms)', 'Salt', '3 to 4 citrus fruits (lemon, lime, and/or orange, peels removed and halved)', '2 tablespoons olive oil', 'Dry rub of your choice', 'Chopped parsley for garnish ((Optional))', 'Vegetables', '1 large onion (, cut into large pieces)', '1 russet potato (, cut to 1.5-inch (4-cm) pieces (Footnote 1))', '3 carrots (, chopped to 1.5-inch (4-cm) pieces)', '1 tablespoon olive oil']","Remove the chicken neck and innards from the cavity. Generously sprinkle salt on the surface and the inside of the chicken. Let marinate at room temperature for 30 minutes, or in the fridge for up to 6 hours.
Preheat oven to 400 degrees F (200 C). Position the oven rack to 1/3 of the way from the bottom of the oven, so the chicken will sit in the middle.
Spread the vegetables in a single layer in a large baking dish (I used a 13”x9” dish) (*Footnote 2)
Thoroughly pat the outside and inside of the chicken dry with paper towel. Brush a thin layer of oil onto the skin. Sprinkle dry rub generously on all sides of the chicken. Stuff the citrus into the cavity of the chicken. Tie chicken legs with kitchen twine and tuck the chicken wing tips underneath the wings. Place the chicken, breast-side-down onto the vegetables.
Bake for 30 minutes (20 minutes for a smaller bird). Carefully flip the chicken using one hand with an oven mitt on and a few layers of kitchen towel on top, and the other hand with a pair of tongs. Continue baking for another 20 minutes for a smaller chicken (under 4 pounds), and 30 to 40 minutes for a larger chicken (4 to 5 pounds). To test the doneness of the chicken, you can use a thermometer inserted into the thickest part of the thigh without touching the bones. It should read 160 F (the temperature will continue to rise to 165 F when you rest the chicken). Or you can slice the skin at the base of the thigh and pull the thigh. The juice should turn clear, and there should be no purple color on the meat, and the thigh should pull apart rather easily.
Transfer the chicken to a big plate and let rest for 10 minutes before carving.
(Optional) If you want the vegetables crispier, turn on the broiler and place the oven rack under the broiler. Bake for a few more minutes until the vegetables are slightly charred.
Carve the chicken. Serve with the vegetables as a main dish.
When you finish your chicken, don’t forget to save the bones and use this recipe to make a delicious broth from the leftover bones.",en-US,-1.0,,Omnivore's Cookbook,75,4 serving(s),1 of the 4 servings,447 kcal,22.1 g,51.2 g,16.2 g,,151 mg,764 mg,4.1 g,3.1 g,,
783,Macanese Pork Chop Bun (猪扒包),Maggie Zhu,https://omnivorescookbook.com/pork-chop-bun/,Chinese,https://omnivorescookbook.com/wp-content/uploads/2018/01/1606_Macanese-Pork-Chop-Bun_006.jpg,"['4 thin-sliced bone-in or boneless pork rib chops (1-cm or 1/2-inch thick)', '2 tablespoons light soy sauce ((or soy sauce))', '2 tablespoons Shaoxing wine ((or Japanese sake))', '4 cloves garlic (, minced (or 1/2 teaspoon garlic powder))', '1 teaspoon sugar', '1/4 teaspoon freshly ground black pepper', '1/4 teaspoon salt', '1/8 teaspoon five-spice powder', '4 Portuguese bread rolls', '2 tablespoon butter (, softened)', '1 to mato (, sliced)', 'Lettuce leaves', 'mayonnaise, ketchup, or mustard ((Optional))']","Combine all the marinade ingredients in a small bowl, mix well.
Place pork chops into a large ziplock bag. Pour in marinade. Squeeze out as much air as possible, and seal. Massage the bag so that both sides of the pork chops are coated with the marinade. Marinate in fridge for at least 1 hour, preferably overnight.
Right before cooking, split Portuguese rolls in half and brush the cut sides with a generous amount of butter.
To cook on the grill
Light one chimney full of charcoal. When the charcoal at the top of the chimney is lit, put on heat resistant gloves and pour the charcoal over one side of the coal grate to create a moderate two-zone fire. Set the cooking grate in place, cover the grill, and preheat for 5 minutes. Clean the cooking grate.
Pat pork chops dry with paper towel and lightly season with sea salt.
Arrange pork chops over direct fire. Cook until both sides turn golden brown, about 3 minutes per side. Lift a pork chop with a pair of tongs and insert a thermometer through the side of the chop away from the bone; it should read 60 degrees C (140 F). Transfer the pork chops to a tray and let rest for 5 minutes. The internal temperature should rise to 63 to 65 C (145 to 150 F).
While resting the pork chops, grill the cut sides of the Portuguese buns over direct fire until browned.
Assemble the buns and serve immediately.
To cook on the stove
Heat a cast iron pan over medium heat until hot. Cook the cut sides of the Portuguese buns until browned.
Pat pork chops dry with paper towel and lightly season with sea salt.
Add 2 tablespoon of oil to the same cast iron pan. Carefully place a pork chop into the pan and press with a spatula, so the chop will stay flat during cooking. When the first pork chop has cooked for about a minute, place another chop and press it with a spatula, repeating the process for each chop. Cook until both sides are evenly browned, and the internal temperature reaches 60 degrees C (140 F). Let rest for 5 minutes. The internal temperature should rise to 63 to 65 C (145 to 150 F).
Layer a pork chop, sliced tomato, and onion in each roll. Serve immediately with your choice of sauce.",en-US,4.0,,Omnivore's Cookbook,30,4 serving(s),223 g,588 kcal,48.1 g,28 g,31.3 g,12.3 g,88 mg,786 mg,6.5 g,2.2 g,,
784,Slow Roast Goose With Black Currant Sauce,Maggie,https://omnivorescookbook.com/slow-roast-goose-black-currant-sauce/,French,https://omnivorescookbook.com/wp-content/uploads/2017/12/1711_Slow-Roast-Goose-With-Black-Currant-Sauce_550.jpg,"['1 (8 to 10 lbs / 3.5 to 4.5 kg) whole goose', 'Sea salt', '5 to 7 citrus fruits (, lemon, lime, grapefruit, and/or orange, peels removed)', '2 cups sparkling wine', '1/4 teaspoon ginger powder', '1/2 cup Hero Black Currant jam', '2 tablespoons cornstarch']","Adjust oven rack to the lower third. Preheat oven to 120°C (250°F). Line a baking pan with aluminium foil (for easy cleanup) and top with a V-rack.
Prepare a plate. Transfer the neck and giblets from the goose cavity to the plate, and save for making stock later. Use a pair of poultry shears to trim the neck skin. Do not trim any skin from the bottom of the goose, because it will keep the meat moist during roasting.
Place goose on a working surface or cutting board. Use a toothpick to prick the goose skin on the breast and the thigh without piercing the meat, as many times as possible or at least about 1/3 inch (1 cm) apart. Note, the thickness of goose skin is not consistent, so start slow and do not prick too deep. If the skin is too tough to prick through, let the goose rest at room temperature for 30 minutes, or use your hands to massage the skin to loosen it up.
Rub both sides and the inside of the goose with a generous amount of sea salt.
Stuff citrus inside the goose, using as many fruits as you can. Use a few toothpicks to seal the bottom of the goose, to secure the fruits inside. Place goose onto the V-rack, breast side up.
Bake until the skin turns golden brown, 8 to 10 hours. You do not need to flip the goose or monitor the process.
If you’re going to serve the goose immediately, turn up the heat to 260°C (500°F) to brown the goose for another 5 to 10 minutes.
If you’re going to serve the goose later, remove the goose from the oven. Place the goose in a cool place, loosely covered with aluminum foil, if you’re going to serve it the same day. Alternatively, you could let the goose rest for 30 minutes, then carve it into breast and leg pieces. Use aluminum foil to wrap the pieces, seal them in Ziplock bags, and store them in the fridge for up to 3 days.
Reheat goose
Thirty minutes before serving, heat oven to 200°C (400°F). Roast the whole goose for 30 minutes, or until the skin turns dark brown and crispy. If you have carved the goose, spread the pieces on an aluminum-foil-lined baking sheet, and bake until the skin turns crispy, 15 minutes or so.
Fruit sauce
While resting (or reheating) the goose, cook the fruit sauce. Dissolve potato starch in a few tablespoons of the sparkling wine.
Heat the rest of the sparking wine with the ginger powder in a small saucepan until bringing to a simmer. Turn to medium low heat and let simmer for 10 minutes so that the alcohol evaporates. Add the black currant jam and a pinch of salt. Stir and mix so that the jam incorporates with the wine. When the liquid comes to a simmer, taste it and adjust the flavor by adding more wine or jam.
Stir the cornstarch slurry again so that the starch fully dissolves. Slowly pour half of the slurry into the sauce, stirring at the same time. Continue adding more slurry to get the sauce to the desired thickness.
Serve
Remove the goose from the oven and let it rest for 15 to 30 minutes for an un-carved goose. You don’t need to rest it if you’ve already carved the goose. Do NOT cover the goose with foil. The stuffing will keep the meat hot.
Transfer the goose onto a large cutting board, carve, then slice the breast meat into bite-size pieces.
Serve the goose hot with the fruit sauce on the side.",en-US,-1.0,,Omnivore's Cookbook,495,8 serving(s),1 serving,265 kcal,7.3 g,17.7 g,15.4 g,5.1 g,81 mg,353 mg,4.1 g,,,
785,Orange Beef (Crispy Beef Using Cheap Cut),Maggie Zhu,https://omnivorescookbook.com/orange-beef/,Chinese,https://omnivorescookbook.com/wp-content/uploads/2018/05/1805_Orange-Beef_003.jpg,"['1. 5 lbs (680 g) beef round roast ((or brisket, sliced against the grain as thinly as possible or up to 1/4-inch (5-cm) strips))', '2 tablespoons Shaoxing wine ((or dry sherry))', '1/2 teaspoon salt', '1/2 teaspoon baking soda', '1/3 cup cornstarch', '1 tablespoon loosely packed orange zest ((from 1 orange))', '1/2 cup orange juice', '3 tablespoons rice vinegar', '1 tablespoon light soy sauce ((or soy sauce))', '2 tablespoons sugar', '1 tablespoon cornstarch', '1/4 to 1/3 cup peanut oil ((or vegetable oil))', '1 teaspoon minced ginger', '3 cloves garlic (, minced)']","Combine sliced beef, Shaoxing wine, salt, and baking soda in a big bowl. Mix thoroughly without your hand so the beef is evenly coated with the ingredients. Let marinate for 15 minutes.
Mix all the sauce ingredients. Chop aromatics while marinating the meat.
When you’re ready to cook, add the 1/4 cup cornstarch to the marinated beef. Mix again to coat evenly.
Heat oil in a large nonstick pan or well-seasoned cast iron pan until hot (*Footnote 1). Cook the beef in two batches. Spread the beef with minimal overlapping. Cook until the bottom side turns golden brown, 45 seconds to 1 minute. Flip and cook the other side for 30 to 45 seconds, until lightly browned. Transfer the beef to a big plate and cook the rest of the beef using the same method.
Once done, remove extra oil from the pan using a few layers of kitchen paper towel held in a pair of tongs. Leave just 1 tablespoon of oil in the pan.
Add the ginger and garlic. Stir a few times to mix well.
Whisk the sauce again to completely dissolve the cornstarch. Pour into the pan and add back the cooked beef. Stir immediately to mix. The sauce will thicken in a few seconds. Once done, transfer everything to a big plate. Garnish with sesame seeds and green onions, if using.
Serve hot over steamed rice.",en-US,5.0,,Omnivore's Cookbook,30,4 serving(s),4 g,467 kcal,20.3 g,52.3 g,17.5 g,5.2 g,152 mg,630 mg,8.7 g,0.3 g,,
